Name,Year,USENIX_ATC,USENIX_FAST,DSN,HPDC,IEEECluster,HPCA,ICS,ISC,SC
Hideyuki Kawashima,2018,0,0,0,0,0,0,0,1,0
Scott Klasky,2020,0,0,0,0,1,0,0,0,0
Scott Klasky,2018,0,0,0,0,0,0,0,1,0
Glenn Lockwood,2020,0,0,0,0,1,0,0,0,0
Suzanne McIntosh,2020,0,0,0,0,1,0,0,1,1
Suzanne McIntosh,2019,0,0,0,0,1,0,0,1,1
Suzanne McIntosh,2018,0,0,0,0,0,0,0,0,1
Hiroki Ohtsuji,2020,0,0,0,0,1,0,0,0,0
Robert B. Ross,2020,0,0,0,0,1,0,0,0,0
Robert B. Ross,2018,0,0,0,0,0,0,0,0,1
Kento Sato,2020,0,0,0,0,1,0,0,0,1
Kento Sato,2018,0,0,0,0,0,0,0,0,1
Kento Sato,2019,0,0,0,0,0,0,0,0,1
Hiroaki Shiokawa,2020,0,0,0,0,1,0,0,0,0
Weikuan Yu,2020,0,0,0,0,1,0,0,0,0
Weikuan Yu,2018,0,0,0,0,1,0,0,0,0
Amelie Chi Zhou,2020,0,0,0,0,1,0,0,0,1
Amelie Chi Zhou,2018,0,0,0,0,1,0,0,0,1
Amelie Chi Zhou,2019,0,0,0,0,0,0,0,0,1
Engin Arslan,2019,0,0,0,0,1,0,0,0,0
Engin Arslan,2018,0,0,0,0,1,0,0,0,0
Michael Bader,2019,0,0,0,0,1,0,0,0,1
Michael Bader,2018,0,0,0,0,1,0,0,0,1
Costas Bekas,2019,0,0,0,0,1,0,0,0,0
Costas Bekas,2020,0,0,0,0,0,0,1,0,0
Huilong Chen,2019,0,0,0,0,1,0,0,0,0
Rafael Ferreira da Silva,2019,0,0,0,0,1,0,0,0,0
Rafael Ferreira da Silva,2018,0,0,0,0,1,0,0,0,0
Alice Koniges,2019,0,0,0,0,1,0,0,0,0
Alice Koniges,2018,0,0,0,0,0,0,0,0,1
Johannes Lagguth,2019,0,0,0,0,1,0,0,0,0
Richard Membarth,2019,0,0,0,0,1,0,0,0,0
Richard Membarth,2018,0,0,0,0,1,0,0,1,0
Gihan Mudalige,2019,0,0,0,0,1,0,0,0,0
Gihan Mudalige,2018,0,0,0,0,1,0,0,0,0
Sivasankaran Rajamanickam,2019,0,0,0,0,1,0,0,0,0
Sivasankaran Rajamanickam,2018,0,0,0,0,1,0,0,0,1
Sivasankaran Rajamanickam,2020,0,0,0,0,0,0,0,0,1
Suzanne Shontz,2019,0,0,0,0,1,0,0,0,1
Suzanne Shontz,2018,0,0,0,0,1,0,0,0,0
Suzanne Shontz,2020,0,0,0,0,0,0,0,0,1
Francesco Silvestri,2019,0,0,0,0,1,0,0,0,0
Francesco Silvestri,2018,0,0,0,0,1,0,0,0,0
Shaden Smith,2019,0,0,0,0,1,0,0,0,0
Shaden Smith,2018,0,0,0,0,1,0,0,0,0
Shaden Smith,2020,0,0,0,0,0,0,0,0,1
Hari Sundar,2019,0,0,0,0,1,0,1,0,1
Hari Sundar,2018,0,0,0,0,1,0,0,0,0
Nathan Tallent,2019,0,0,0,0,1,0,0,0,1
Nathan Tallent,2018,0,0,0,0,1,0,1,0,1
Ramachandran Vaidyanathan,2019,0,0,0,0,1,0,0,0,0
Tobias Weinzierl,2019,0,0,0,0,1,0,0,0,0
Tobias Weinzierl,2018,0,0,0,0,1,0,0,1,0
Freddie Witherden,2019,0,0,0,0,1,0,0,0,0
Freddie Witherden,2018,0,0,0,0,1,0,0,0,0
Rio Yokota,2019,0,0,0,0,1,0,0,0,1
Rio Yokota,2018,0,0,0,0,1,0,0,0,1
Rio Yokota,2020,0,0,0,0,0,0,0,0,1
Yungang Bao,2019,0,0,0,0,1,0,1,0,0
Scott Beamer,2019,0,0,0,0,1,0,0,0,0
Scott Beamer,2018,0,0,0,0,0,0,0,0,1
Sudheer Chunduri,2019,0,0,0,0,1,0,0,0,0
Sudheer Chunduri,2020,0,0,0,0,0,0,0,1,0
Alexandros Daglis,2019,0,0,0,0,1,0,0,0,0
Sven Karlsson,2019,0,0,0,0,1,0,0,0,0
Hyesoon Kim,2019,0,0,0,0,1,0,0,0,0
John Kim,2019,0,0,0,0,1,1,0,0,1
John Kim,2018,0,0,0,0,0,0,0,0,1
John Kim,2020,0,0,0,0,0,0,0,0,1
Jagadish Kotra,2019,0,0,0,0,1,0,0,0,0
Vassilis Papaefstathiou,2019,0,0,0,0,1,0,0,0,0
Gilles Pokham,2019,0,0,0,0,1,0,0,0,0
Steve Reihnhart,2019,0,0,0,0,1,0,0,0,0
Minsoo Rhu,2019,0,0,0,0,1,1,0,0,1
Alex Rico,2019,0,0,0,0,1,0,0,0,0
Alex Rico,2018,0,0,0,0,0,0,1,0,0
Jeremy Wilkie,2019,0,0,0,0,1,0,0,0,0
Seyed Majid Zahedi,2019,0,0,0,0,1,0,0,0,0
Tianhao Zheng,2019,0,0,0,0,1,0,0,0,0
Albert Zomaya,2019,0,0,0,0,1,0,0,0,0
Michaela Becchi,2019,0,0,0,0,1,0,0,0,0
Aurelien Bouteiller,2019,0,0,0,0,1,0,0,0,0
Aurelien Bouteiller,2018,0,0,0,0,0,0,0,0,1
Taisuke Boku,2019,0,0,0,0,1,0,0,0,1
Taisuke Boku,2018,0,0,0,0,0,0,1,0,1
Taisuke Boku,2020,0,0,0,0,0,0,0,0,1
Ivona Brandi&cacute,2019,0,0,0,0,1,0,0,0,0
Anthony Danalis,2019,0,0,0,0,1,0,0,0,0
Judit Gimenez,2019,0,0,0,0,1,0,0,0,1
Judit Gimenez,2020,0,0,0,0,0,0,0,0,1
Taylor Groves,2019,0,0,0,0,1,0,0,0,0
Samuel Gutierrez,2019,0,0,0,0,1,0,0,0,0
Dieter Kranzlmuller,2019,0,0,0,0,1,0,0,0,0
Laurent Lefevre,2019,0,0,0,0,1,0,0,0,0
Abid Malik,2019,0,0,0,0,1,0,0,0,0
Abid Malik,2018,0,0,0,0,1,0,0,0,0
Erika Parsons,2019,0,0,0,0,1,0,0,0,1
Erika Parsons,2020,0,0,0,0,0,0,0,0,1
Ivan Rodero,2019,0,0,0,0,1,0,0,0,1
Ivan Rodero,2018,0,0,0,0,0,0,0,0,1
Seetheram Seelam,2019,0,0,0,0,1,0,0,0,0
Sameer Shende,2019,0,0,0,0,1,0,0,0,1
Sameer Shende,2018,0,0,0,0,0,0,0,0,1
Sameer Shende,2020,0,0,0,0,0,0,0,0,1
Alexandru Uta,2019,0,0,0,0,1,0,0,0,0
Alexandru Uta,2020,0,0,0,0,0,0,0,0,1
Carlos Varela,2019,0,0,0,0,1,0,0,0,0
Patrick Widener,2019,0,0,0,0,1,0,0,0,0
Jia Zou,2019,0,0,0,0,1,0,0,0,0
Jia Zou,2018,0,0,0,0,1,0,0,0,0
Philip Carns,2019,0,0,0,0,1,0,0,0,0
Philip Carns,2020,0,0,0,0,0,0,0,1,0
Toni Cortez,2019,0,0,0,0,1,0,0,0,0
Alexandru Costan,2019,0,0,0,0,1,0,0,0,1
Alexandru Costan,2018,0,0,0,0,1,0,0,0,1
Alexandru Costan,2020,0,0,0,0,0,0,0,0,1
Matthieu Dorier,2019,0,0,0,0,1,0,0,0,0
Matthieu Dorier,2018,0,0,0,0,1,0,0,1,0
Matthieu Dorier,2020,0,0,0,0,0,0,0,0,1
Pilar Gonzalez-Ferez,2019,0,0,0,0,1,0,0,0,0
Shadi Ibrahim,2019,0,0,0,0,1,0,0,0,1
Shadi Ibrahim,2018,0,0,0,0,0,0,0,0,1
Shadi Ibrahim,2020,0,0,0,0,0,0,0,0,1
Hai Jin,2019,0,0,0,0,1,0,0,0,0
Hai Jin,2018,0,0,0,0,1,0,0,0,0
Michael Kuhn,2019,0,0,0,0,1,0,0,0,1
Michael Kuhn,2018,0,0,0,0,0,0,0,0,1
Adrien Lebre,2019,0,0,0,0,1,0,0,0,0
Pierre Matri,2019,0,0,0,0,1,0,0,0,0
Sai Narasimhamurthy,2019,0,0,0,0,1,0,0,0,0
Youssef Nashed,2019,0,0,0,0,1,0,0,0,0
Ramon Nou,2019,0,0,0,0,1,0,0,0,0
Lukas Rupprecht,2019,0,0,0,0,1,0,0,0,0
Lukas Rupprecht,2018,0,0,0,0,1,0,0,0,0
Lukas Rupprecht,2020,0,0,0,0,0,0,0,0,1
Alberto Sanchez,2019,0,0,0,0,1,0,0,0,0
Michael Schoettner,2019,0,0,0,0,1,0,0,0,0
Michael Schoettner,2018,0,0,0,0,1,0,0,0,0
Robert Sisneros,2019,0,0,0,0,1,0,0,0,0
Robert Sisneros,2018,0,0,0,0,1,0,0,0,0
Domenico Talia,2019,0,0,0,0,1,0,0,0,0
Domenico Talia,2018,0,0,0,0,1,0,0,0,0
Jon Woodring,2019,0,0,0,0,1,0,0,0,0
Jon Woodring,2018,0,0,0,0,1,0,0,0,0
Maria S. Perez,2019,0,0,0,0,1,0,0,0,0
Maria S. Perez,2018,0,0,0,0,1,0,0,0,0
Dorian Arnold,2019,0,0,0,0,1,0,0,0,0
Amanda Randles,2019,0,0,0,0,1,0,0,0,1
Amanda Randles,2018,0,0,0,0,1,0,0,0,1
Amanda Randles,2020,0,0,0,0,0,0,0,0,1
Harald Koestler,2018,0,0,0,0,1,0,0,0,0
Vadym Aizinger,2018,0,0,0,0,1,0,0,0,0
Ariful Azad,2018,0,0,0,0,1,0,0,0,1
Ariful Azad,2019,0,0,0,0,0,0,0,0,1
Dominik Bartuschat,2018,0,0,0,0,1,0,0,0,0
Ben Bergen,2018,0,0,0,0,1,0,0,0,0
Matthias Bolten,2018,0,0,0,0,1,0,0,0,0
Adrian Castello,2018,0,0,0,0,1,0,0,0,0
Aparna Chandramowlishwaran,2018,0,0,0,0,1,0,0,0,1
Aparna Chandramowlishwaran,2019,0,0,0,0,0,0,0,0,1
Aparna Chandramowlishwaran,2020,0,0,0,0,0,0,0,0,1
Sunita Chandrasekaran,2018,0,0,0,0,1,0,0,0,1
Sunita Chandrasekaran,2019,0,0,0,0,0,0,0,1,1
Sunita Chandrasekaran,2020,0,0,0,0,0,0,0,0,1
Karen Devine,2018,0,0,0,0,1,0,0,0,0
Karen Devine,2019,0,0,0,0,0,0,0,0,1
Karen Devine,2020,0,0,0,0,0,0,0,0,1
Christian Engwer,2018,0,0,0,0,1,0,0,0,0
Travis Johnston,2018,0,0,0,0,1,0,0,0,0
Travis Johnston,2019,0,0,0,0,0,0,0,0,1
Travis Johnston,2020,0,0,0,0,0,0,0,0,1
Volodymyr Kindratenko,2018,0,0,0,0,1,0,0,0,1
Volodymyr Kindratenko,2020,0,0,0,0,0,0,0,0,1
Maciej Malawski,2018,0,0,0,0,1,0,0,0,1
Maciej Malawski,2019,0,0,0,0,0,0,0,0,1
Philipp Neumann,2018,0,0,0,0,1,0,0,1,0
Philipp Neumann,2019,0,0,0,0,0,0,0,1,0
Anna Queralt,2018,0,0,0,0,1,0,0,0,0
A. Erdem Sariyuce,2018,0,0,0,0,1,0,0,0,0
Ramachandran (Vaidy) Vaidyanathan,2018,0,0,0,0,1,0,0,0,0
Roland Haas,2018,0,0,0,0,1,0,0,0,0
Armin Größlinger,2018,0,0,0,0,1,0,0,0,0
Dirk Pflüger,2018,0,0,0,0,1,0,0,0,0
Min Si,2018,0,0,0,0,1,0,1,0,0
Min Si,2019,0,0,0,0,0,0,0,0,1
Min Si,2020,0,0,0,0,0,0,1,0,1
Bertil Schmidt,2018,0,0,0,0,1,0,0,0,0
Istvan Reguly,2018,0,0,0,0,1,0,0,0,0
Richard Veras,2018,0,0,0,0,1,0,0,0,0
Masaaki Kondo,2018,0,0,0,0,1,0,0,0,0
Masaaki Kondo,2020,0,0,0,0,0,0,0,0,1
Ivona Brandić,2018,0,0,0,0,1,0,0,0,0
Holger Fröning,2018,0,0,0,0,1,0,0,1,0
Holger Fröning,2019,0,0,0,0,0,0,0,1,0
Costin Iancu,2018,0,0,0,0,1,0,0,0,0
Myoungsoo Jung,2018,0,0,0,0,1,1,0,0,0
Michihiro Koibuchi,2018,0,0,0,0,1,0,0,0,0
John Lange,2018,0,0,0,0,1,0,0,0,0
John Lange,2019,0,0,0,0,0,0,0,0,1
John Lange,2020,0,0,0,0,0,0,0,0,1
Anne-Cécile ORGERIE,2018,0,0,0,0,1,0,0,0,0
Xiaorui Wang,2018,0,0,0,0,1,0,0,0,0
Huiyang Zhou,2018,0,0,0,0,1,1,0,0,0
Huiyang Zhou,2020,0,0,0,0,0,1,0,0,0
Boyana Norris,2018,0,0,0,0,1,0,0,0,1
Boyana Norris,2019,0,0,0,0,0,0,1,0,1
Amer Abdelhalim,2018,0,0,0,0,1,0,0,0,0
Olivier Aumage,2018,0,0,0,0,1,0,0,0,0
Leonardo Bautista-Gomez,2018,0,0,0,0,1,0,0,0,1
Leonardo Bautista-Gomez,2019,0,0,0,0,0,0,0,0,1
Leonardo Bautista-Gomez,2020,0,0,0,0,0,0,0,0,1
Huimin Cui,2018,0,0,0,0,1,0,0,0,0
Huimin Cui,2020,0,0,0,0,0,0,0,1,0
Minh Dinh,2018,0,0,0,0,1,0,0,0,0
Ann Gentile,2018,0,0,0,0,1,0,0,0,0
Atsushi Hori,2018,0,0,0,0,1,0,0,0,0
Atsushi Hori,2020,0,0,0,0,0,0,0,0,1
Hiroshi Inoue,2018,0,0,0,0,1,0,0,0,0
Dieter Kranzlmueller,2018,0,0,0,0,1,0,0,0,0
Sriram Krishnamoorthy,2018,0,0,0,0,1,0,0,0,1
Sriram Krishnamoorthy,2019,0,0,0,0,0,0,0,0,1
Sriram Krishnamoorthy,2020,0,0,0,0,0,0,0,1,0
Catherine Olschanowsky,2018,0,0,0,0,1,0,0,0,1
Catherine Olschanowsky,2020,0,0,0,0,0,0,0,0,1
Catherine Olschanowsky,2019,0,0,0,0,0,0,0,1,0
Miquel Pericàs,2018,0,0,0,0,1,0,0,0,0
Dana Petcu,2018,0,0,0,0,1,0,0,0,0
Olga Pierce,2018,0,0,0,0,1,0,0,0,0
Florin Pop,2018,0,0,0,0,1,0,0,0,0
Chandra Krintz,2018,0,0,0,0,1,0,0,0,0
Janine Bennett,2018,0,0,0,0,1,0,0,0,0
Elisa Bertino,2018,0,0,0,0,1,0,0,0,0
Kalyana Chadalavada,2018,0,0,0,0,1,0,0,0,0
Darrell Ling,2018,0,0,0,0,1,0,0,0,0
Faisal Nawab,2018,0,0,0,0,1,0,0,0,0
David Pugmire,2018,0,0,0,0,1,0,0,0,0
Wolski Rich,2018,0,0,0,0,1,0,0,0,0
Xuanhua Shi,2018,0,0,0,0,1,0,0,0,0
Xuanhua Shi,2020,0,0,0,0,0,0,1,1,0
Mark van Moer,2018,0,0,0,0,1,0,0,0,0
Martin Strohbach,2018,0,0,0,0,1,0,0,0,0
Zhengyu Yang,2018,0,0,0,0,1,0,0,0,0
Alex Sim,2018,0,0,0,0,1,0,0,0,0
Jiayin Wang,2018,0,0,0,0,1,0,0,0,0
David E. Keyes,2018,0,0,0,0,0,0,0,0,1
Esmond G. Ng,2018,0,0,0,0,0,0,0,0,1
Michael A. Heroux,2018,0,0,0,0,0,0,0,0,1
Torsten Hoefler,2018,0,0,0,0,0,0,0,0,1
Torsten Hoefler,2019,0,0,0,0,0,0,0,0,1
Todd Gamblin,2018,0,0,0,0,0,0,0,0,1
Todd Gamblin,2019,0,0,0,0,0,0,0,0,1
Maryam Dehnavi,2018,0,0,0,0,0,0,0,0,1
Maryam Dehnavi,2019,0,0,0,0,0,0,0,0,1
Maryam Dehnavi,2020,0,0,0,0,0,0,0,0,1
Srinivas Aluru,2018,0,0,0,0,0,0,0,0,1
Srinivas Aluru,2019,0,0,0,0,0,0,0,1,1
Sanjukta Bhowmick,2018,0,0,0,0,0,0,0,0,1
Sanjukta Bhowmick,2019,0,0,0,0,0,0,0,0,1
Sanjukta Bhowmick,2020,0,0,0,0,0,0,0,0,1
George Biros,2018,0,0,0,0,0,0,0,0,1
George Biros,2019,0,0,0,0,0,0,0,0,1
George Biros,2020,0,0,0,0,0,0,0,0,1
Erin Carson,2018,0,0,0,0,0,0,0,0,1
Edmond Chow,2018,0,0,0,0,0,0,0,0,1
Amir Gholami,2018,0,0,0,0,0,0,0,0,1
Amir Gholami,2019,0,0,0,0,0,0,0,0,1
Amir Gholami,2020,0,0,0,0,0,0,0,0,1
Pieter Ghysels,2018,0,0,0,0,0,0,0,0,1
Ananth Grama,2018,0,0,0,0,0,0,0,0,1
Judith C. Hill,2018,0,0,0,0,0,0,0,0,1
Judith C. Hill,2019,0,0,0,0,0,0,0,0,1
Judith C. Hill,2020,0,0,0,0,0,0,0,0,1
Howie Huang,2018,0,0,0,0,0,0,1,0,1
Howie Huang,2019,0,0,0,0,0,0,0,0,1
George Karypis,2018,0,0,0,0,0,0,0,0,1
Kamer Kaya,2018,0,0,0,0,0,0,0,0,1
Kamer Kaya,2020,0,0,0,0,0,0,0,1,0
Kamer Kaya,2019,0,0,0,0,0,0,0,1,0
Nicholas Knight,2018,0,0,0,0,0,0,0,0,1
Penporn Koanantakool,2018,0,0,0,0,0,0,0,0,1
Weifeng Liu,2018,0,0,0,0,0,0,1,0,1
Weifeng Liu,2019,0,0,0,0,0,0,0,0,1
Andrew Lumsdaine,2018,0,0,0,0,0,0,0,0,1
Saeed Maleki,2018,0,0,0,0,0,0,0,0,1
Misun Min,2018,0,0,0,0,0,0,0,0,1
Beaumont Olivier,2018,0,0,0,0,0,0,0,0,1
Mostofa Patwary,2018,0,0,0,0,0,0,0,0,1
Mostofa Patwary,2020,0,0,0,0,0,0,0,0,1
Cynthia Phillips,2018,0,0,0,0,0,0,0,0,1
Cynthia Phillips,2019,0,0,0,0,0,0,0,0,1
Mikhail Smelyanskiy,2018,0,0,0,0,0,0,0,0,1
Edgar Solomonik,2018,0,0,0,0,0,0,0,0,1
Edgar Solomonik,2019,0,0,0,0,0,0,0,1,1
Edgar Solomonik,2020,0,0,0,0,0,0,0,0,1
Guangming Tan,2018,0,0,0,0,0,0,0,0,1
Guangming Tan,2019,0,0,0,0,0,0,0,0,1
Guangming Tan,2020,0,0,0,0,0,0,1,1,1
Schardl Tao B.,2018,0,0,0,0,0,0,0,0,1
Erik Draeger,2018,0,0,0,0,0,0,0,0,1
Allison H. Baker,2018,0,0,0,0,0,0,0,0,1
Allison H. Baker,2019,0,0,0,0,0,0,0,0,1
Allison H. Baker,2020,0,0,0,0,0,0,0,0,1
H. Metin Aktulga,2018,0,0,0,0,0,0,0,0,1
Martin Berzins,2018,0,0,0,0,0,0,0,0,1
Donna Calhoun,2018,0,0,0,0,0,0,0,0,1
Donna Calhoun,2019,0,0,0,0,0,0,0,0,1
Donna Calhoun,2020,0,0,0,0,0,0,0,0,1
fabien delalondre,2018,0,0,0,0,0,0,0,0,1
John Dennis,2018,0,0,0,0,0,0,0,0,1
Pradeep Dubey,2018,0,0,0,0,0,0,0,0,1
Pradeep Dubey,2019,0,0,0,0,0,0,0,0,1
Pradeep Dubey,2020,0,0,0,0,0,0,0,0,1
Joe Eaton,2018,0,0,0,0,0,0,0,0,1
Yasunori Futamura,2018,0,0,0,0,0,0,0,0,1
Xiaohu Guo,2018,0,0,0,0,0,0,0,0,1
Xiaohu Guo,2019,0,0,0,0,0,0,0,1,1
Xiaohu Guo,2020,0,0,0,0,0,0,0,0,1
Thomas Hauser,2018,0,0,0,0,0,0,0,0,1
Ahmed E. Ismail,2018,0,0,0,0,0,0,0,0,1
Robert Jacob,2018,0,0,0,0,0,0,0,0,1
Mathias Jacquelin,2018,0,0,0,0,0,0,0,0,1
Kirk E. Jordan,2018,0,0,0,0,0,0,0,0,1
Kirk E. Jordan,2019,0,0,0,0,0,0,0,0,1
Kirk E. Jordan,2020,0,0,0,0,0,0,0,0,1
Ian Karlin,2018,0,0,0,0,0,0,0,0,1
Miriam Mehl,2018,0,0,0,0,0,0,0,1,1
Miriam Mehl,2019,0,0,0,0,0,0,0,0,1
Bronson Messer,2018,0,0,0,0,0,0,0,0,1
Bronson Messer,2019,0,0,0,0,0,0,0,0,1
Aiichiro Nakano,2018,0,0,0,0,0,0,0,0,1
Peter Nugent,2018,0,0,0,0,0,0,0,0,1
Christopher S. Oehmen,2018,0,0,0,0,0,0,0,0,1
Ernesto Prudencio,2018,0,0,0,0,0,0,0,0,1
Daniel Reynolds,2018,0,0,0,0,0,0,0,0,1
Daniel Reynolds,2019,0,0,0,0,0,0,0,0,1
Daniel Roten,2018,0,0,0,0,0,0,0,0,1
Tom Spelce,2018,0,0,0,0,0,0,0,0,1
Michael Sprague,2018,0,0,0,0,0,0,0,0,1
Heidi K. Thornquist,2018,0,0,0,0,0,0,0,0,1
Sofia Vallecorsa,2018,0,0,0,0,0,0,0,0,1
Sofia Vallecorsa,2020,0,0,0,0,0,0,0,0,1
Simon Hammond,2018,0,0,0,0,0,0,0,0,1
Simon Hammond,2019,0,0,0,0,0,0,0,0,1
Simon Hammond,2020,0,0,0,0,0,0,0,0,1
Madeleine Glick,2018,0,0,0,0,0,0,0,0,1
Madeleine Glick,2019,0,0,0,0,0,0,0,0,1
Madeleine Glick,2020,0,0,0,0,0,0,0,0,1
Amro Awad,2018,0,0,0,0,0,0,0,0,1
Amro Awad,2020,0,0,0,0,0,1,0,0,0
Abdel-Hameed A. Badawy,2018,0,0,0,0,0,0,0,0,1
Ray Bair,2018,0,0,0,0,0,0,0,0,1
Kevin J. Barker,2018,0,0,0,0,0,0,0,0,1
Kevin J. Barker,2019,0,0,0,0,0,0,0,0,1
Jonathan Beard,2018,0,0,0,0,0,0,0,0,1
Jonathan Beard,2019,0,0,0,0,0,0,0,1,1
Jonathan Beard,2020,0,0,0,0,0,0,0,1,1
David Beckingsale,2018,0,0,0,0,0,0,0,0,1
Carlo Bertolli,2018,0,0,0,0,0,0,0,0,1
Carlo Bertolli,2020,0,0,0,0,0,0,0,0,1
Abhinav Bhatele,2018,0,0,0,0,0,0,0,0,1
Abhinav Bhatele,2020,0,0,0,0,0,0,0,1,0
Doug Doerfler,2018,0,0,0,0,0,0,0,0,1
Daniel J. Ernst,2018,0,0,0,0,0,0,0,0,1
Daniel J. Ernst,2019,0,0,0,0,0,0,0,0,1
Ryan Goodfellow,2018,0,0,0,0,0,0,0,0,1
John Leidel,2018,0,0,0,0,0,0,0,0,1
John Leidel,2019,0,0,0,0,0,0,0,1,1
n.mcdonald83@gmail.com McDonald,2018,0,0,0,0,0,0,0,0,1
Gwendolyn Voskuilen,2018,0,0,0,0,0,0,0,0,1
Gwendolyn Voskuilen,2019,0,0,0,0,0,0,0,0,1
Noel Wheeler,2018,0,0,0,0,0,0,0,0,1
Noel Wheeler,2019,0,0,0,0,0,0,0,0,1
Jeremiah J. Wilke,2018,0,0,0,0,0,0,0,0,1
Steven A. Wright,2018,0,0,0,0,0,0,0,0,1
Ilkay Altintas,2018,0,0,0,0,0,0,0,1,1
Ilkay Altintas,2019,0,0,0,0,0,0,0,0,1
Roger Barga,2018,0,0,0,0,0,0,0,0,1
Roger Barga,2019,0,0,0,0,0,0,0,0,1
Judy Fox,2018,0,0,0,0,0,0,0,0,1
Judy Fox,2019,0,0,0,0,0,0,0,0,1
Judy Fox,2020,0,0,0,0,0,0,0,1,1
Dennis Gannon,2018,0,0,0,0,0,0,0,0,1
Dennis Gannon,2019,0,0,0,0,0,0,0,0,1
Kyle Hale,2018,0,0,0,0,0,0,0,0,1
Jeff R. Hammond,2018,0,0,0,0,0,0,0,0,1
Jeff R. Hammond,2019,0,0,0,0,0,0,0,0,1
Jeff R. Hammond,2020,0,0,0,0,0,0,0,0,1
Brandic Ivona,2018,0,0,0,0,0,0,0,0,1
Anirban Mandal,2018,0,0,0,0,0,0,0,0,1
Kelly Gaither,2018,0,0,0,0,0,0,0,0,1
Kelly Gaither,2019,0,0,0,0,0,0,0,0,1
Kelly Gaither,2020,0,0,0,0,0,0,0,0,1
James P. Ahrens,2018,0,0,0,0,0,0,0,0,1
Janine C. Bennett,2018,0,0,0,0,0,0,0,0,1
Janine C. Bennett,2019,0,0,0,0,0,0,0,0,1
Janine C. Bennett,2020,0,0,0,0,0,0,0,0,1
Wes Bethel,2018,0,0,0,0,0,0,0,0,1
Andr� Brinkmann,2018,0,0,0,0,0,0,0,0,1
John Clyne,2018,0,0,0,0,0,0,0,0,1
Toni Cortes,2018,0,0,0,0,0,0,0,0,1
Toni Cortes,2019,0,0,0,0,0,0,0,1,1
Steffen Frey,2018,0,0,0,0,0,0,0,1,1
Joseph A. Insley,2018,0,0,0,0,0,0,0,0,1
Joseph A. Insley,2019,0,0,0,0,0,0,0,0,1
Joseph A. Insley,2020,0,0,0,0,0,0,0,0,1
Wei-keng Liao,2018,0,0,0,0,0,0,0,0,1
Kwan-Liu Ma,2018,0,0,0,0,0,0,0,0,1
Kenneth Moreland,2018,0,0,0,0,0,0,0,0,1
Paul A. Navratil,2018,0,0,0,0,0,0,0,0,1
Sarah M. Neuwirth,2018,0,0,0,0,0,0,0,0,1
Sarah M. Neuwirth,2020,0,0,0,0,0,0,0,0,1
Michael E. Papka,2018,0,0,0,0,0,0,0,0,1
John Patchett,2018,0,0,0,0,0,0,0,1,1
Tom Peterka,2018,0,0,0,0,0,0,0,0,1
Kristi Potter,2018,0,0,0,0,0,0,0,0,1
Kristi Potter,2019,0,0,0,0,0,0,0,0,1
Kristi Potter,2020,0,0,0,0,0,0,0,0,1
María S. Pérez,2018,0,0,0,0,0,0,0,0,1
María S. Pérez,2019,0,0,0,0,0,0,0,0,1
Brad Whitlock,2018,0,0,0,0,0,0,0,0,1
Felix Wolf,2018,0,0,0,0,0,0,0,0,1
Felix Wolf,2019,0,0,0,0,0,0,0,0,1
Felix Wolf,2020,0,0,0,0,0,0,0,1,1
Laura C. Carrington,2018,0,0,0,0,0,0,0,0,1
Laura C. Carrington,2019,0,0,0,0,0,0,0,0,1
Laura C. Carrington,2020,0,0,0,0,0,0,0,0,1
Sadaf R. Alam,2018,0,0,0,0,0,0,0,0,1
Sadaf R. Alam,2019,0,0,0,0,0,0,0,0,1
Sadaf R. Alam,2020,0,0,0,0,0,0,0,0,1
Luiz DeRose,2018,0,0,0,0,0,0,0,0,1
Luiz DeRose,2019,0,0,0,0,0,0,0,0,1
Luiz DeRose,2020,0,0,0,0,0,0,0,0,1
Dmitry Duplyakin,2018,0,0,0,0,0,0,0,0,1
Salvatore Filippone,2018,0,0,0,0,0,0,0,0,1
Markus Geimer,2018,0,0,0,0,0,0,0,0,1
Jeffrey K. Hollingsworth,2018,0,0,0,0,0,0,0,0,1
Jeffrey K. Hollingsworth,2019,0,0,0,0,0,0,0,0,1
Sascha Hunold,2018,0,0,0,0,0,0,0,0,1
Sascha Hunold,2020,0,0,0,0,0,0,0,1,0
Katherine Isaacs,2018,0,0,0,0,0,0,0,0,1
Tanzima Islam,2018,0,0,0,0,0,0,0,0,1
Tanzima Islam,2019,0,0,0,0,0,0,0,0,1
Tanzima Islam,2020,0,0,0,0,0,0,0,1,1
Heike Jagode,2018,0,0,0,0,0,0,0,0,1
Heike Jagode,2019,0,0,0,0,0,0,0,0,1
Heike Jagode,2020,0,0,0,0,0,0,0,0,1
Andreas Knuepfer,2018,0,0,0,0,0,0,0,0,1
Andreas Knuepfer,2019,0,0,0,0,0,0,0,0,1
Arnaud Legrand,2018,0,0,0,0,0,0,0,0,1
Arnaud Legrand,2019,0,0,0,0,0,0,0,1,0
John Linford,2018,0,0,0,0,0,0,0,0,1
John Linford,2019,0,0,0,0,0,0,0,0,1
John Linford,2020,0,0,0,0,0,0,0,0,1
David Lowenthal,2018,0,0,0,0,0,0,0,0,1
Guillaume Mercier,2018,0,0,0,0,0,0,0,0,1
Guillaume Mercier,2020,0,0,0,0,0,0,0,1,0
Shirley V. Moore,2018,0,0,0,0,0,0,0,0,1
